sample,PHLDA3,study,stype,site,disease
GTEX-13O21-1926-SM-5MR39,10.29,GTEX,Normal Tissue,Salivary Gland,Minor Salivary Gland
GTEX-ZQUD-0008-SM-4YCCU,10.98,GTEX,Cell Line,Skin,Cells - Transformed Fibroblasts
TCGA-KO-8413-01,8.878,TCGA,Primary Tumor,Kidney,Kidney Chromophobe
TARGET-10-PARVWD-09,6.418,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Lymphoblastic Leukemia
TARGET-10-PAPPGN-04,5.269,TARGET,Recurrent Blood Derived Cancer - Bone Marrow,White blood cell,Acute Lymphoblastic Leukemia
TCGA-X8-AAAR-01,10.42,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
GTEX-WYBS-0005-SM-4ONDR,6.587,GTEX,Normal Tissue,Blood,Whole Blood
TCGA-64-5815-01,12.05,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-XQ8I-1826-SM-4BOOJ,11.52,GTEX,Normal Tissue,Esophagus,Esophagus - Gastroesophageal Junction
GTEX-13FXS-0011-R6b-SM-5L3F7,10.67,GTEX,Normal Tissue,Brain,Brain - Nucleus Accumbens (Basal Ganglia)
TCGA-69-7761-01,10.09,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-XJ-A9DQ-01,11.05,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TARGET-50-PALGVY-01,10.08,TARGET,Primary Solid Tumor,Kidney,Wilms Tumor
GTEX-139YR-2526-SM-5IJC6,12.62,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-AB-2921-03,9.148,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
TCGA-VQ-A94R-01,10.59,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
GTEX-WYBS-1926-SM-3NM8N,10.82,GTEX,Normal Tissue,Thyroid,Thyroid
GTEX-Y9LG-1626-SM-5IFHM,8.552,GTEX,Normal Tissue,Small Intestine,Small Intestine - Terminal Ileum
TCGA-24-1546-01,12.48,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-HD-7831-01,11.77,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-C8-A12O-01,10.21,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-5K-AAAP-01,13.25,TCGA,Primary Tumor,Thymus,Thymoma
TCGA-BQ-5883-01,11.47,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
GTEX-WEY5-0726-SM-4LMID,10.7,GTEX,Normal Tissue,Uterus,Uterus
GTEX-13QJ3-1026-SM-5QGQU,11.32,GTEX,Normal Tissue,Lung,Lung
GTEX-QEL4-0526-SM-3GIJ4,10.33,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TARGET-21-PASFHK-41,1.822,TARGET,Post treatment Blood Cancer - Bone Marrow,White blood cell,"Acute Myeloid Leukemia, Induction Failure Subproject"
TCGA-ND-A4WF-01,10.49,TCGA,Primary Tumor,Uterus,Uterine Carcinosarcoma
TCGA-33-4532-01,10.25,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-13-1505-01,11.96,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TARGET-30-PASCTR-01,9.032,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
TCGA-XE-AAO4-01,14.26,TCGA,Primary Tumor,Testis,Testicular Germ Cell Tumor
GTEX-WXYG-0226-SM-3NB2Y,10.44,GTEX,Normal Tissue,Thyroid,Thyroid
GTEX-N7MT-0011-R1a-SM-5SI7S,11.23,GTEX,Normal Tissue,Brain,Brain - Hippocampus
TCGA-S7-A7WM-01,11.13,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
GTEX-WOFM-2126-SM-4OOSR,10.41,GTEX,Normal Tissue,Salivary Gland,Minor Salivary Gland
GTEX-XOT4-0426-SM-4B66T,11.76,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TCGA-DX-A7EI-01,10.96,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-85-A511-01,12.16,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-XM-A8RI-01,12.0,TCGA,Primary Tumor,Thymus,Thymoma
GTEX-ZE9C-0011-R4a-SM-4WKH6,11.09,GTEX,Normal Tissue,Brain,Brain - Amygdala
GTEX-117YW-1826-SM-5PNY5,10.18,GTEX,Normal Tissue,Colon,Colon - Transverse
GTEX-ZAB4-1126-SM-5HL86,11.75,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
TCGA-BA-4074-01,10.87,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-EJ-A7NJ-01,10.43,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TARGET-10-PANSHK-04,8.03,TARGET,Recurrent Blood Derived Cancer - Bone Marrow,White blood cell,Acute Lymphoblastic Leukemia
TCGA-60-2710-01,10.56,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-QQ-A8VB-01,11.03,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
GTEX-14BIN-0011-R11a-SM-5SI79,9.196,GTEX,Normal Tissue,Brain,Brain - Cerebellar Hemisphere
GTEX-12ZZX-2926-SM-5GCOQ,11.1,GTEX,Normal Tissue,Brain,Brain - Cortex
TCGA-BP-4347-01,9.594,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-F7-8489-01,11.69,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TARGET-20-PAMYGX-09,6.353,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
GTEX-11I78-0126-SM-5HL6F,11.51,GTEX,Normal Tissue,Lung,Lung
TCGA-VQ-AA64-01,11.21,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
GTEX-11NV4-2326-SM-5BC4X,10.34,GTEX,Normal Tissue,Pituitary,Pituitary
TCGA-DM-A280-01,11.31,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
TCGA-D8-A1XG-01,11.08,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-AA-3713-01,7.083,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
GTEX-11ONC-1126-SM-5GU6G,11.77,GTEX,Normal Tissue,Blood Vessel,Artery - Coronary
TCGA-FS-A4F2-06,10.47,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-55-8301-01,10.61,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-4V-A9QX-01,12.25,TCGA,Primary Tumor,Thymus,Thymoma
TCGA-06-0174-01,10.77,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-S9-A6WI-01,11.09,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-AB-2924-03,6.778,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-ZT9X-0526-SM-5GCOP,11.47,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
GTEX-Y8DK-0826-SM-4TT3T,10.88,GTEX,Normal Tissue,Brain,Brain - Cortex
GTEX-ZF29-1926-SM-5S2P1,10.69,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
TCGA-DD-AACC-01,9.682,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
GTEX-ZPCL-0008-SM-4WWAU,11.37,GTEX,Cell Line,Skin,Cells - Transformed Fibroblasts
GTEX-14BIM-0011-R3b-SM-5S2RL,10.56,GTEX,Normal Tissue,Brain,Brain - Anterior Cingulate Cortex (Ba24)
TCGA-DQ-7593-01,11.73,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-UZ-A9Q1-01,10.05,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-C8-A8HQ-01,11.29,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-DB-A64S-01,9.625,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
GTEX-13O3Q-0326-SM-5L3FE,11.01,GTEX,Normal Tissue,Heart,Heart - Atrial Appendage
TCGA-WB-A81Q-01,11.17,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
TCGA-D3-A8GM-06,12.09,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-DA-A1I5-06,12.07,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-1313W-0226-SM-5LZV7,11.78,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
TCGA-CV-5434-01,11.67,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
GTEX-131XF-2226-SM-5EQKG,12.22,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
GTEX-QVJO-0126-SM-3GIK4,10.54,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-44-A4SU-01,11.35,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-12WSD-1826-SM-5GCOA,11.54,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
GTEX-13JVG-0226-SM-5J1MW,11.27,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
GTEX-REY6-1126-SM-48FDU,11.74,GTEX,Normal Tissue,Blood Vessel,Artery - Aorta
TARGET-10-PAPGFP-04,2.468,TARGET,Recurrent Blood Derived Cancer - Bone Marrow,White blood cell,Acute Lymphoblastic Leukemia
GTEX-13FLV-0426-SM-5KLZA,10.03,GTEX,Normal Tissue,Lung,Lung
GTEX-113IC-0426-SM-5HL5O,11.79,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TARGET-10-PAPGFP-09,6.131,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Lymphoblastic Leukemia
TCGA-VS-A9UR-01,10.51,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-E2-A15M-01,9.715,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-11EQ9-1826-SM-5Q5AJ,12.69,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
GTEX-Z93S-1326-SM-5CVMR,10.7,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
GTEX-117YW-1926-SM-5H121,12.97,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
GTEX-T6MN-0011-R7A-SM-5CHSP,0.0,GTEX,Normal Tissue,Brain,Brain - Putamen (Basal Ganglia)
GTEX-Y8DK-0011-R11A-SM-4SOK2,8.887,GTEX,Normal Tissue,Brain,Brain - Cerebellar Hemisphere
TCGA-A8-A083-01,10.38,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-139TT-2226-SM-5LZWO,9.323,GTEX,Normal Tissue,Testis,Testis
TCGA-CQ-6223-01,11.92,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
GTEX-11TT1-1126-SM-5P9GV,10.82,GTEX,Normal Tissue,Thyroid,Thyroid
GTEX-146FQ-1226-SM-5QGQ4,10.86,GTEX,Normal Tissue,Esophagus,Esophagus - Gastroesophageal Junction
GTEX-147F4-0006-SM-5O99T,6.83,GTEX,Normal Tissue,Blood,Whole Blood
TCGA-DA-A95Z-06,11.82,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-CW-6090-01,11.87,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-FG-6692-01,11.93,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-39-5019-01,11.44,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-13X6K-0011-R2b-SM-5P9K3,11.2,GTEX,Normal Tissue,Brain,Brain - Substantia Nigra
TCGA-EV-5903-01,11.49,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
GTEX-12WSH-0226-SM-5GCOG,10.93,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-DZ-6131-01,12.19,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-EI-6884-01,9.139,TCGA,Primary Tumor,Rectum,Rectum Adenocarcinoma
TCGA-D7-6818-01,10.5,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
GTEX-ZEX8-2226-SM-57WC6,10.94,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
GTEX-QLQW-1526-SM-2S1QV,10.18,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
GTEX-1399Q-2426-SM-5J2MO,12.88,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-OR-A5K9-01,9.97,TCGA,Primary Tumor,Adrenal gland,Adrenocortical Cancer
TARGET-20-PAPWHS-09,3.089,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
TCGA-D7-A4YY-01,10.99,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
GTEX-YFCO-0826-SM-5LUAG,9.319,GTEX,Normal Tissue,Stomach,Stomach
TCGA-MH-A854-01,12.49,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-R8-A6YH-01,7.528,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
GTEX-WYVS-2526-SM-3NMAT,10.95,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TCGA-E2-A15I-11,11.56,TCGA,Solid Tissue Normal,Breast,Breast Invasive Carcinoma
TCGA-FY-A3R6-01,11.31,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
TCGA-EJ-7785-01,10.12,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-G9-A9S4-01,9.179,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-XUJ4-0226-SM-4BOP8,9.076,GTEX,Normal Tissue,Spleen,Spleen
TCGA-VP-A87B-01,9.455,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-QXCU-0926-SM-48FEP,11.42,GTEX,Normal Tissue,Blood Vessel,Artery - Aorta
TCGA-ER-A2NC-06,12.3,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-06-5417-01,7.662,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TARGET-30-PASSWW-01,8.325,TARGET,Primary Solid Tumor,Sympathetic�Nervous System,Neuroblastoma
GTEX-SE5C-1026-SM-4BRUG,11.65,GTEX,Normal Tissue,Bladder,Bladder
TCGA-25-1625-01,11.54,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-ZM-AA0F-01,12.57,TCGA,Primary Tumor,Testis,Testicular Germ Cell Tumor
TCGA-75-7025-01,12.15,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-1497J-0326-SM-5Q5CN,11.34,GTEX,Normal Tissue,Lung,Lung
TCGA-69-7765-01,11.45,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-QV31-0126-SM-447BP,8.963,GTEX,Normal Tissue,Spleen,Spleen
TCGA-EE-A2A0-06,10.59,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-DD-A1EF-01,10.47,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TCGA-OR-A5LM-01,9.772,TCGA,Primary Tumor,Adrenal gland,Adrenocortical Cancer
TCGA-VD-A8KD-01,11.26,TCGA,Primary Tumor,Eye,Uveal Melanoma
GTEX-14A5H-0726-SM-5Q5DW,9.488,GTEX,Normal Tissue,Thyroid,Thyroid
GTEX-13113-1626-SM-5EQ4I,10.23,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
TCGA-CV-6938-01,11.92,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
GTEX-WEY5-0001-SM-3P61Z,9.865,GTEX,Cell Line,Blood,Cells - Ebv-Transformed Lymphocytes
TCGA-WB-A81E-01,10.53,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
GTEX-YFC4-2926-SM-5IFJ8,10.87,GTEX,Normal Tissue,Vagina,Vagina
TCGA-26-5134-01,11.05,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
GTEX-11P82-0326-SM-5HL51,12.49,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
GTEX-WWYW-0011-R5A-SM-3NB3E,10.88,GTEX,Normal Tissue,Brain,Brain - Caudate (Basal Ganglia)
GTEX-14BMU-0006-SM-5MR3T,4.569,GTEX,Normal Tissue,Blood,Whole Blood
TCGA-OR-A5KZ-01,6.078,TCGA,Primary Tumor,Adrenal gland,Adrenocortical Cancer
TCGA-AC-A3TN-01,11.58,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-DD-A73A-01,8.38,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
GTEX-13FLW-0011-R1b-SM-5LZX2,10.97,GTEX,Normal Tissue,Brain,Brain - Hippocampus
TCGA-56-8629-01,12.04,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-PWCY-1026-SM-48TD4,9.91,GTEX,Normal Tissue,Colon,Colon - Transverse
GTEX-XUZC-1326-SM-4BRV2,9.011,GTEX,Normal Tissue,Colon,Colon - Transverse
GTEX-1399R-1726-SM-5K7YJ,10.21,GTEX,Normal Tissue,Heart,Heart - Atrial Appendage
GTEX-ZYFC-0726-SM-5E448,11.95,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TARGET-21-PATJMY-09,3.628,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,"Acute Myeloid Leukemia, Induction Failure Subproject"
TCGA-AB-2874-03,5.716,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-S32W-1526-SM-4AD6Z,11.09,GTEX,Normal Tissue,Cervix Uteri,Cervix - Ectocervix
TCGA-A3-A8OW-01,10.01,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-DJ-A2PN-01,11.29,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
TCGA-V4-A9F5-01,11.35,TCGA,Primary Tumor,Eye,Uveal Melanoma
TCGA-B0-4822-01,12.88,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-QR-A70V-01,11.45,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
TCGA-BP-4334-01,11.33,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-HC-A6AQ-01,11.1,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-05-4433-01,9.86,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-EB-A5UL-06,11.71,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-SA-A6C2-01,10.68,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
TCGA-EL-A3GU-01,11.63,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-13RTJ-2126-SM-5S2PZ,12.44,GTEX,Normal Tissue,Prostate,Prostate
TCGA-B8-4619-11,8.406,TCGA,Solid Tissue Normal,Kidney,Kidney Clear Cell Carcinoma
GTEX-VJWN-0726-SM-3GIJ8,10.43,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
GTEX-13U4I-0426-SM-5LU4W,11.57,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TCGA-DS-A3LQ-01,11.17,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-91-6829-11,12.27,TCGA,Solid Tissue Normal,Lung,Lung Adenocarcinoma
TCGA-XF-A9SU-01,13.34,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
TCGA-55-8508-01,11.09,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-NL3H-0011-R7a-SM-2I3G5,10.1,GTEX,Normal Tissue,Brain,Brain - Putamen (Basal Ganglia)
TCGA-BC-A10S-01,8.916,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TCGA-DK-A3WY-01,9.794,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-13CF3-0826-SM-5LZYZ,12.23,GTEX,Normal Tissue,Heart,Heart - Atrial Appendage
TCGA-AB-2939-03,9.207,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-11I78-2426-SM-5A5K9,9.843,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-CJ-4642-01,11.66,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
GTEX-11GSO-0005-SM-5O9CA,6.072,GTEX,Normal Tissue,Blood,Whole Blood
GTEX-13QJC-0011-R2b-SM-5PNUN,11.41,GTEX,Normal Tissue,Brain,Brain - Substantia Nigra
GTEX-R55G-1026-SM-48FDI,11.64,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
TCGA-B6-A0IC-01,9.816,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-11GSP-2226-SM-5HL5Q,11.39,GTEX,Normal Tissue,Vagina,Vagina
GTEX-12BJ1-0826-SM-5EQ5P,13.44,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
GTEX-147JS-2626-SM-5S2UX,12.56,GTEX,Normal Tissue,Colon,Colon - Sigmoid
TCGA-IQ-A61E-01,11.76,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-H6-A45N-01,11.79,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-F2-A44G-01,11.79,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-G9-7523-01,11.6,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-56-A5DR-01,12.3,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-ZDYS-2026-SM-5HL5L,10.45,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-QH-A65S-01,10.81,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-V4-A9EM-01,12.66,TCGA,Primary Tumor,Eye,Uveal Melanoma
TCGA-XF-A9SL-01,13.35,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-13NYS-1626-SM-5J2MU,11.26,GTEX,Normal Tissue,Lung,Lung
GTEX-NFK9-0726-SM-2HMJW,10.25,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-5N-A9KM-01,12.62,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-YJ8A-1126-SM-5IFJU,11.21,GTEX,Normal Tissue,Prostate,Prostate
GTEX-11EMC-2926-SM-5EQ4F,11.7,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
GTEX-11EI6-2626-SM-5PNVT,12.57,GTEX,Normal Tissue,Colon,Colon - Sigmoid
TARGET-50-PAJPEW-01,10.24,TARGET,Primary Solid Tumor,Kidney,Wilms Tumor
GTEX-145MH-3126-SM-5S2QT,10.37,GTEX,Normal Tissue,Pituitary,Pituitary
TCGA-24-1431-01,9.925,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-ER-A196-01,11.5,TCGA,Primary Tumor,Skin,Skin Cutaneous Melanoma
TARGET-20-PARUBT-09,3.421,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
TCGA-D5-6920-01,9.358,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
TCGA-QK-A6VB-01,10.73,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-TK-A8OK-01,10.65,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-2Y-A9H7-01,8.902,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TCGA-EJ-7325-01,11.84,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-NPJ8-2026-SM-3TW91,11.76,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
GTEX-146FQ-0526-SM-5LU9I,10.61,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
GTEX-ZEX8-1426-SM-4WKHQ,11.25,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
TCGA-A8-A092-01,10.33,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-CQ-7067-01,12.43,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
GTEX-OHPL-2526-SM-3MJGT,11.55,GTEX,Normal Tissue,Vagina,Vagina
TCGA-D8-A1XS-01,10.47,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-AA-3502-01,9.584,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
GTEX-RTLS-1226-SM-46MUP,11.97,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
TCGA-HC-8257-01,9.347,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-117YW-1526-SM-5EGGP,9.342,GTEX,Normal Tissue,Testis,Testis
GTEX-ZDXO-0126-SM-5S2ND,12.66,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
GTEX-U8XE-2026-SM-5CHQF,0.0,GTEX,Normal Tissue,Pancreas,Pancreas
GTEX-131XE-1226-SM-5EGKF,12.36,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
TCGA-O9-A75Z-01,11.83,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-L5-A4OJ-01,5.696,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
GTEX-13VXT-0226-SM-5LU9Q,13.13,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
GTEX-11UD2-0005-SM-5NQ9B,5.47,GTEX,Normal Tissue,Blood,Whole Blood
GTEX-XBED-2026-SM-4AT5D,9.828,GTEX,Normal Tissue,Testis,Testis
TCGA-IN-8663-11,10.91,TCGA,Solid Tissue Normal,Stomach,Stomach Adenocarcinoma
GTEX-ZTTD-0001-SM-4YCD5,9.346,GTEX,Cell Line,Blood,Cells - Ebv-Transformed Lymphocytes
TCGA-DK-AA6T-01,9.575,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-WHSB-1226-SM-4M1XR,9.8,GTEX,Normal Tissue,Stomach,Stomach
GTEX-PVOW-0011-R3A-SM-32PKX,9.961,GTEX,Normal Tissue,Brain,Brain - Anterior Cingulate Cortex (Ba24)
TCGA-HU-A4HB-01,9.382,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-EE-A2MT-06,12.46,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TARGET-20-PARBIU-04,9.094,TARGET,Recurrent Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
GTEX-117XS-0005-SM-5PNU6,6.01,GTEX,Normal Tissue,Blood,Whole Blood
GTEX-1211K-1226-SM-5EQ4N,12.58,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
TCGA-FC-A4JI-01,10.68,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-WK-A8XO-01,11.7,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
GTEX-13X6J-0826-SM-5LU32,11.02,GTEX,Normal Tissue,Thyroid,Thyroid
